Référence	ContexteGauche	Pivot	ContexteDroit
belinc, p. 120, v. 3915	De li veïr a grant besoigne ; Vis li est que sa voie alonge.	Cevaucié_|chevaucher|_NOMcom	ont des la jornee Desi que vint a la vespree Plus de trente liues galesces
belinc, p. 121, v. 3966	cristal, Ouvree molt bien a esmal. La dame ert biele et honneree Et	cevaucoit_|chevaucher|_VERcjg	eskevelee. Son mantiel osta por le caut ; Ele avoit vestu un bliaut Qui
belinc, p. 154, v. 5059	va s'ent vers le cort Artus. Quatre jornees, voire plus, Avoit	chevauchié_|chevaucher|_VERppe	la roïne, Quant a l'issir d'une gaudine A trové quatre chevaliers Sor
belinc, p. 156, v. 5129	Li quars fu Giflés li fils Deu ; Molt estoient tot quatre preu. Or	chevaucent_|chevaucher|_VERcjg	tot une plaigne Tot le droit chemin vers Bretaingne. Tant ont le droit chemin
belinc, p. 166, v. 5440	ceval monta ; Si se sont mis en un sentier. Des or pensent de	chevaucier_|chevaucher|_VERinf	, Tant qu'il trovent un pelerin Qui lor ensaigne le cemin Le plus droit
belinc, p. 166, v. 5445	Le plus droit au tornoiement. Molt fu Guinglains en grant torment ; Cel jor	cevaucha_|chevaucher|_VERcjg	tos iriés Et tos dolans et coreciés De ce que s'amie ot perdue ;
belinc, p. 166, v. 5449	ce que s'amie ot perdue ; Ne set que ele est devenue. Or	cevaucent_|chevaucher|_VERcjg	plains et boscages Et landes et vals et rivages. Tant ont erré par les
belinc, p. 186, v. 6108	Por aler a la cort se murent Lanpars et Giflés et Guinglains. Tant ont	chevaucié_|chevaucher|_VERppe	par les plains Et tant ont lor cemin tenu Qu'il sont a Valedon venu
belinc, p. 187, v. 6150	Artus grant joie en fait, Qu'il a son cosin recovré. Tant ont	cevauchié_|chevaucher|_VERppe	et erré Que il sont a Londres venu, U furent volentiers veü. Quant
belinc, p. 189, v. 6217	Puis n'i out sis entre Bretaingne ; Molt mainne Artus biele conpaingne. Or	cevaucent_|chevaucher|_VERcjg	a grans jornees, Tant passent marces et contrees Que il sont en Gales venu
clari, p. 19	envoia avec les messages en Constantinoble et assés de se gent avec lui, et	chevauchierent_|chevaucher|_VERcjg	tant et errerent qu'il ne cesserent, si vinrent en Coustantinoble. Quant il
clari, p. 21	li autres s'en ala en Anthioche, et fu pris des Sarrasins par une	chevauchie_|chevauchée|_NOMcom	que li crestien fisent. Chis qui en Blakie estoit fuis, si y fu
clari, p. 47	on aloit le pas. Li cuens de Flandres, qui avoit l'avangarde,	chevaucha_|chevaucher|_VERcjg	premiers encontre l'empereur tot le pas ; et li empereres estoit bien le quarte
clari, p. 47	bien le quarte part d'une liwe loins du conte de Flandres, et faisoit	chevauchier_|chevaucher|_VERinf	ses batalles encontre le conte ; et li cuens de Saint Pol et mesires Pierres
clari, p. 48	Saint Pol et mesires Pierres d'Amiens, qui avoit l'autre bataille emprés,	chevauchoient_|chevaucher|_VERcjg	un petit en sus par encoste ; et mesires Henris de Hainaut et li Alemant
clari, p. 48	et mesires Henris de Hainaut et li Alemant, qui avoient le tierche bataille,	chevauchoient_|chevaucher|_VERcjg	aprés ; ne n'i avoit cheval qui ne fust couvers de couvretures d'armes
clari, p. 48	chinc de serjans a pié sivoient cascune des batalles as kewes des chevax, et	chevauchoient_|chevaucher|_VERcjg	si rengié et si serré qu'il n'estoit nus si hardis qui osast chevauchier
clari, p. 48	chevauchoient si rengié et si serré qu'il n'estoit nus si hardis qui osast	chevauchier_|chevaucher|_VERinf	devant l'autre. Et li empereres chevauchoit encontre no gent a tot nuef batalles
clari, p. 48	n'estoit nus si hardis qui osast chevauchier devant l'autre. Et li empereres	chevauchoit_|chevaucher|_VERcjg	encontre no gent a tot nuef batalles, ne n'i avoit chelui de ches
clari, p. 49	, qui estoient maistre meneeur de la batalle, si disent : « Seigneur,	chevauchiés_|chevaucher|_VERcjg	, de par Dieu, tot le pas ! » Et il commenchent a chevauchier
clari, p. 49	chevauchiés, de par Dieu, tot le pas ! » Et il commenchent a	chevauchier_|chevaucher|_VERinf	le pas, et tout chil de l'ost, qui estoient demoré arriere,
clari, p. 49	et dames et demiseles, estoient montees as murs de le chité, et esgardoient	chevauchier_|chevaucher|_VERinf	chele batalle et l'empereur d'autre part, et disoient entr'ax que che
clari, p. 50	vous faites grant honte qui ne vous mouvés, et sachiés que se vous ne	chevauchiés_|chevaucher|_VERcjg	, nous ne vous tenrons plus a nous ! » Quant li quens de Flandres
clari, p. 50	Pol et monseigneur Pierre d'Amiens, et quant i l'eurent atainte, si	chevauchierent_|chevaucher|_VERcjg	encoste aus tot de front ; et le bataille monseigneur Henri chevaucha deriere. Et
clari, p. 50	atainte, si chevauchierent encoste aus tot de front ; et le bataille monseigneur Henri	chevaucha_|chevaucher|_VERcjg	deriere. Et les batailles l'empereur et les noes batailles s'estoient ja si
clari, p. 50	gent ausi, et furent si abaubi et si esbahi de chou que nos batalles	chevauchoient_|chevaucher|_VERcjg	si de front encontre aus, qu'il ne se seurent conseillier. Entrementiers qu'
clari, p. 57	bien li Franchois avec Alexe largement trois mois. Et entrementiers que Alexes fist chele	chevauchie_|chevauchée|_NOMcom	, firent chil de Coustantinoble leur mur refaire plus fort et plus haut qu'il
clari, p. 64	issent hors de leur tentes et de leur païs, quant il voellent faire leur	chevauchie_|chevauchée|_NOMcom	. Si vous dirons que il font. Cascuns d'aus a bien dis chevax
clari, p. 103	. Si avoit en se compaignie dames et demiseles et assés autre gent, et	chevauchoit_|chevaucher|_VERcjg	cointement et noblement comme empereres a tout tant de gent comme il pooit. Et
dole, p. 20, v. 635	jor levez par matin, et li jors eschaufa vers tierce, et il ot	chevauchié_|chevaucher|_VERppe	grant piece : ce sachiez qu'il li anuia. Un sien vïeleor qu'il
dole, p. 28, v. 900	veut prendre. Puis li dist qu'il se voist couchier et liet matin por	chevauchier_|chevaucher|_VERinf	au roisant, si fera que sages. Cil estoit de fere messages assez plus
dole, p. 29, v. 932	nuete ainz q'alasse outremer. Einsi se conforte en chantant, et cil qui	chevauchoit_|chevaucher|_VERcjg	errant vers Dole tot le grant chemin se fut tant levez par matin, puis
dole, p. 33, v. 1056	sanz removoir. Or me restuet par estovoir tot maintenant aharneschier si com por demain	chevauchier_|chevaucher|_VERinf	, ou avoir male volenté a court. - Vos dites verité, fet li
dole, p. 40, v. 1272	oirre apresté ainçois qu'il alassent couchier, qu'il n'i ot fors dou	chevauchier_|chevaucher|_VERinf	au matin, quant il se leverent. Or sachiez que, quant il monterent
dole, p. 40, v. 1285	por eles deus. Or s'en vont, or les consaut Deus ! Or	chevauche_|chevaucher|_VERcjg	delez Nicole li gentils Guillame de Dole, s'ist de la vile entor plessiee
dole, p. 41, v. 1325	por le prodome querre. Onc puis une lieue de terre ne s'esloigna por	chevauchier_|chevaucher|_VERinf	, ainz se fu fez iloec saignier, a poi de gent et sanz anui
dole, p. 69, v. 2232	hostex sor le pavement : assez s'en issi belement. Uns bachelers de Normendie	chevauchoit_|chevaucher|_VERcjg	la grande chaucie, conmença cesti a chanter, si la fist Jouglet vïeler :
dole, p. 74, v. 2389	chanter avoit le los, chanta aprés celui de Tré : Renaus et s'amie	chevauche_|chevaucher|_VERcjg	par un pré, tote nuit chevauche jusq'au jor cler. Ja n'avrai
dole, p. 74, v. 2390	celui de Tré : Renaus et s'amie chevauche par un pré, tote nuit	chevauche_|chevaucher|_VERcjg	jusq'au jor cler. Ja n'avrai mes joie de vos amer..
dole, p. 91, v. 2968	, tant l'aime il et tant le tient chier. Au matin sont por	chevauchier_|chevaucher|_VERinf	monté, si s'en vont vers Couloigne. Ne veut mes fere plus d'
dole, p. 100, v. 3252	beauté ausi come li jor d'esté font cez d'iver plains de froidure.	Chevauchié_|chevauchié|_VERppe	ont grant aleüre tant qu'il vindrent pres dou plessié. Il envoie tot le
dole, p. 103, v. 3354	ce sachiez que ge l'ai mout chier. » Ainz qu'en montast por	chevauchier_|chevaucher|_VERinf	le son cheval qu'en tint au soeil, li ot ele dit a conseil
dole, p. 126, v. 4125	chançon le Vidame de Chartres. Onques mes nule ame, ce li sambla en	chevauchant_|chevaucher|_VERppa	, miex ne dist cest vers ne cest chant : Quant la sesons del douz
dole, p. 158, v. 5184	sor les biaus destriers, qui vont devant lui et detriers. N'orent pas	chevauchié_|chevaucher|_VERppe	grant piece quant uns niés l'envesque dou Liege, qui mout se set biau
trot, p. 345, v. 264	sont en si grief torment e ont taint e pales les vis, sans homes	cevalcent_|chevaucher|_VERcjg	tot dis, ce sont celes, ce sachiés bien, c'ainc por Amor
aucassin, p. 22, v. 22	ist del castel ; et erra tant qu'il vint a le forest, et	cevauca_|cevauca|_VERcjg	tant qu'il vint a le fontaine, et trove les pastoriax au point de
aucassin, p. 25, v. 18	a plorer por çou qu'il ne le trovoit. Tote une viés voie herbeuse	cevaucoit_|chevaucher|_VERcjg	, s'esgarda devant lui en mi le voie, si vit un vallet tel
aucassin, p. 27, v. 18	trover ce que vos querés ! » Il se part de lui ; Aucassins si	cevauce_|chevaucher|_VERcjg	. La nuis fu bele et quoie, et il erra tant qu'il vin
aucassin, p. 31, v. 15	sien, et Nicolete remest es canbres la roine. Et li rois et Aucassins	cevaucierent_|chevaucher|_VERcjg	tant qu'il vinrent la u la roine estoit, et troverent la bataille de
tyolet, p. 246, v. 433	li a bonement baillié, e il a pris de li congié. Tant ont	chevauchié_|chevaucher|_VERppe	e erré que andui sont venu au gué, a la grant eve ravineuse qui
doon, p. 329, v. 193	si ami. Tant le garda, tant le cheri, que li enfés pot	chevauchier_|chevaucher|_VERinf	, aler em bois e rivoier. L'anel som pere li bailla e a
renart11, p. 70, v. 11504	il vit venir l'anbleüre Huon l'abé et sa mainie. Renart maudit la	chevauchie_|chevauchée|_NOMcom	qui sor lui a hui faite taille ; fuiant s'an torne, si baaille
renart11, p. 74, v. 11650	se je trovoie crues n'escorce ou je me peüsse mucier, ses lairaie outre	chevauchier_|chevaucher|_VERinf	, car trop par ai la pance plaine : au corre me fauroit l'alaine
renart11, p. 83, v. 11959	ne fist sanblant que il le voie, ainz chemine mout biau sa voie et	chevauche_|chevaucher|_VERcjg	mout cointement ; ses piez regarde durement et puis son cors de chief en chief
renart11, p. 89, v. 12138	il li dira par tans anui. Or sont li baron a cheval, si	chevaucherent_|chevaucher|_VERcjg	contre val, et s'an fuient grant aleüre trestot le val d'une costure
renart11, p. 92, v. 12246	voz peliçons, ja Diex ne me laist jor puis vivre. » A tant	chevauchent_|chevaucher|_VERcjg	a delivre et tant ont entr'aus desputé que sont en Blaegni entré. Desouz
gcoin1, miracle 10, p. 90, v. 668	, si reveleuse, Se Diex m'aït et Nostre Dame, Qu'ele volra	chevauchier_|chevaucher|_VERinf	l'ame Et en enfer droit l'enmenra ; Ja por nului ne remanra.
SEustPr1, p. 28	, il les beisa e acola e comenda a Dieu. Que qu'il aloient	chevauchant_|chevaucher|_VERppa	, il lor conta por quoi il estoit apelez Eustaces, e lor descovri totes
tdechamp, p. 46, v. 21	adès veut fere son talent, On i puet bien mainte chose reprendre. Tel	chevauchent_|chevaucher|_VERcjg	mult acemeement Qui ne sevent leur grant honor atendre. En Amors a maint guerredon
qgraal_cm, p. 160b	qui avec la damoisele estoient venuz. Et quant il sont issuz de Kamaalot si	chevauchent_|chevaucher|_VERcjg	tant qu'il sont en la forest venu, si se metent ou grant chemin
qgraal_cm, p. 160c	» Et lors se part Lancelot de laienz entre lui et ses compaignons, et	chevauchent_|chevaucher|_VERcjg	ensemble si qu'il sont venuz a Camaalot a heure de tierce, et li
qgraal_cm, p. 165d	s'en ala en Camaalot, et li compaignon entrent en la forest. Si	chevauchent_|chevaucher|_VERcjg	tant qu'il vindrent au chastel Vagan, et entrerent enz. Cil Vagans estoit
qgraal_cm, p. 166a	Or dit li contes que quant Galaad se fu partiz de ses compaignons que il	chevaucha_|chevaucher|_VERcjg	.iii. jors ou.iiii. sanz aventure trouver qui face a amentevoir en conte. Et
qgraal_cm, p. 166c	li rois Bandemagus qui se fu mis en son chemin entre lui et l'escuier	chevaucha_|chevaucher|_VERcjg	bien.ii. liues entieres et plus, et tant qu'il vint en une valee
qgraal_cm, p. 167a	n'em puis eschaper sanz mort. - Et porroiz vos, fet il,	chevauchier_|chevaucher|_VERinf	?? » Et il dist que il s'i essaiera, si se drece si
qgraal_cm, p. 167a	maniere se partirent il de la place ou li rois ot esté navrez, et	chevauchierent_|chevaucher|_VERcjg	tant qu'il sont venuz a l'abeïe dom il s'estoient maintenant partiz.
qgraal_cm, p. 169c	l'en si fet et il se part de laienz entre lui et Galaad. Si	chevauchierent_|chevaucher|_VERcjg	tout le jor et toute la semaine. Si lor avint a un mardi matin
qgraal_cm, p. 169c	. Or dit li contes que quant Melianz se fu partiz de Galaad que il	chevaucha_|chevaucher|_VERcjg	tant que il vint a une forest ancienne qui duroit bien.ii. jornees, et
qgraal_cm, p. 170a	il fera por lui ce que il porra. « Sire se je pooie le	chevauchier_|chevaucher|_NOMcom	soffrir je voldroie que vos me meïssiez devant vos, et m'en portissiez a
qgraal_cm, p. 170d	com il ot oïe messe si s'arma, et comanda a Dieu Meliant et	chevaucha_|chevaucher|_VERcjg	mainte jornee sanz aventure trover, mes.i. jor li avint que il fu partiz
qgraal_cm, p. 171d	et tant qu'il les fet retorner, et il entre en son chemin et	chevauche_|chevaucher|_VERcjg	toz seus. Mes atant se test ore li contes de lui et retorne a
qgraal_cm, p. 171d	li contes que quant mes sires Gauvains se fu partiz de ses compaignons qu'il	chevaucha_|chevaucher|_VERcjg	mainte jorne sanz aventure trover qui a conter face tant qu'il vint a l'
qgraal_cm, p. 171d	et l'en li dist, que il se mist au chemin aprés lui. Si	chevaucha_|chevaucher|_VERcjg	tant que aventure l'amena la ou Melianz gisoit malades. Et quant il conut
qgraal_cm, p. 172a	lors resgarderent devant aux et voient mon seignor Yvain tout sol devant els tout soul	chevauchant_|chevaucher|_VERppa	, et il le conoissent bien as armes qu'il portoit, si li crient
qgraal_cm, p. 172a	riens fet, car onques puis ne trova aventure qui li pleust. « Or	chevauchons_|chevaucher|_VERcjg	tuit ensemble, fet Gaheriez, tant que Diex nos envoit aventure. » Et
qgraal_cm, p. 172b	il l'otroient. Si acoillirent leur chemin tuit troi ensemble, si ont tant	chevauchié_|chevaucher|_VERppe	qu'il vindrent vers le chastel as puceles, et ce fu celui jor meïsmes
qgraal_cm, p. 172b	de vespres se departirent, et tint chascuns sa voie, et mes sires Gauvains	chevaucha_|chevaucher|_VERcjg	tant que il vint en un hermitage, et trova que li hermites estoit en
qgraal_cm, p. 172d	dit li contes que quant Galaad se fu partiz del chastel as puceles que il	chevaucha_|chevaucher|_VERcjg	tant par ses jornees que il vint en la forest Gaste. Un jor li
qgraal_cm, p. 173a	la forest Gaste. Un jor li avint que il encontra Lancelot et Perceval qui	chevauchoient_|chevaucher|_VERcjg	ensemble, et si nel conoissoient pas, come cil qui tiex armes n'avoient
qgraal_cm, p. 173b	departent li compaignon, si s'en revint Perceval a la recluse, et Lancelot	chevaucha_|chevaucher|_VERcjg	aprés le chevalier tout le travers de la forest en tel maniere qu'il ne
qgraal_cm, p. 174a	de la croiz entre lui et son escuier, si enporte les armes Lancelot et	chevauche_|chevaucher|_VERcjg	si come aventure le meine, et quant il se pot bien estre esloigniez de
qgraal_cm, p. 179a	tost com il ot messe oïe et il fu armez s'em parti, et	chevaucha_|chevaucher|_VERcjg	tout le jor parmi la forest qui ert grant a merveille en tel maniere qu'
qgraal_cm, p. 180b	il est apareilliez si monte et prent congié et se part de laienz, et	chevauche_|chevaucher|_VERcjg	parmi la forest jusqu'aprés tierce. A hore de midi le mena ses chemins
qgraal_cm, p. 181a	.i. chevalier armé qui s'en aloit le grant chemin de la forest, et	chevauchoit_|chevaucher|_VERcjg	le cheval que li vaslez menoit ore, et Perceval conoist bien le cheval.
qgraal_cm, p. 181d	en petit d'ore, et esloingnié plus de.iii. jornees loign, et il	chevauche_|chevaucher|_VERcjg	tant qu'il vit devant soi en une valee une grant eve rade, et
qgraal_cm, p. 184b	t'ai devisé que cele dame senefie que tu veïs en ton songe, qui	chevauchoit_|chevaucher|_VERcjg	le lyon, et par ce que je t'ai mostré puez tu assez savoir
qgraal_cm, p. 184b	que je en sai la senefiance. Mes or me dites de l'autre qui	chevauchoit_|chevaucher|_VERcjg	le serpent. Car de cele ne conoistroie je mie la senefiance se vos ne
qgraal_cm, p. 184b	li preudons, or m'escoute. Cele dame a qui tu veïs le serpent	chevauchier_|chevaucher|_VERinf	ce est la synagogue, la viez loi, et li serpenz qui la porte
qgraal_cm, p. 184c	de cel serpent que tu oceïs hier, ainz est de celui serpent que ele	chevauche_|chevaucher|_VERcjg	, ce est li anemis. Et sez tu ou tu li feïs itel duel
qgraal_cm, p. 186d	li ot conseillié ce fu li serpenz que tu veïs avant hier la vielle dame	chevauchier_|chevaucher|_VERinf	. Ce fu la damoisele qui ersoir te vint veoir, et de ce que
